province,district,total_population,total_households,displaced_individuals,displaced_households,monthly_income_pkr,family_size,house_condition,distance_from_relief_center_km,previous_flood_damage,access_to_clean_water,livestock_lost,crops_damaged,children_under_age_5,disabled_family_members,displacement_ratio,flood_risk_level,aid_needed
Balochistan,Nasirabad,160.0,25.0,14.0,2.0,8551,7,4,62,1,0,1,1,1,0,0.0875,1,0
Balochistan,Nasirabad,250.0,40.0,40.0,6.0,4656,7,3,60,1,1,0,1,0,0,0.16,2,0
Balochistan,Nasirabad,140.0,22.0,30.0,5.0,3308,3,2,9,1,0,1,1,1,0,0.21428571428571427,2,0
Balochistan,Sohbat pur,110.0,15.0,110.0,15.0,10680,3,3,66,0,1,1,1,0,0,1.0,10,1
Balochistan,Sohbat pur,495.0,75.0,68.0,10.0,8315,3,4,26,1,1,1,0,0,1,0.13737373737373737,2,0
Balochistan,Jaffarabad,305.0,44.0,35.0,4.0,8340,7,4,67,1,0,0,1,1,0,0.11475409836065574,2,0
Balochistan,Jaffarabad,456.0,60.0,35.0,5.0,12087,4,3,15,1,0,1,1,0,0,0.07675438596491228,1,0
Balochistan,Usta Muhammad,145.0,14.0,15.0,2.0,13520,5,3,12,1,1,1,1,0,0,0.10344827586206896,1,0
Balochistan,Usta Muhammad,235.0,26.0,20.0,2.0,9182,10,2,19,0,1,1,1,1,0,0.0851063829787234,1,0
Balochistan,Usta Muhammad,440.0,55.0,50.0,6.0,8978,10,3,14,0,0,0,0,1,0,0.11363636363636363,2,0
Balochistan,Usta Muhammad,309.0,43.0,40.0,5.0,11500,4,4,15,1,1,0,1,1,0,0.12944983818770225,2,0
Balochistan,Jaffarabad,317.0,45.0,35.0,5.0,5929,10,1,87,1,0,1,0,0,0,0.11041009463722397,1,0
Balochistan,Jaffarabad,250.0,35.0,71.0,10.0,10669,11,4,11,1,0,0,0,0,0,0.284,3,0
KPK,Swat,1540.0,220.0,0.0,0.0,15260,8,3,63,1,1,1,0,0,1,0.0,1,0
KPK,Swat,700.0,100.0,0.0,0.0,17228,3,4,43,1,1,1,0,1,0,0.0,1,0
KPK,Swat,1600.0,200.0,0.0,0.0,19587,5,3,67,1,0,1,1,0,0,0.0,1,0
KPK,Swat,3190.0,450.0,0.0,0.0,18352,7,2,43,1,0,0,1,0,0,0.0,1,0
KPK,Swat,2970.0,400.0,0.0,0.0,18360,5,3,1,1,0,1,1,0,0,0.0,1,0
KPK,Swat,3179.0,410.0,0.0,0.0,15578,5,3,4,1,0,1,1,1,0,0.0,1,0
KPK,Swat,2400.0,306.0,0.0,0.0,17381,11,3,85,1,1,1,1,0,0,0.0,1,0
KPK,Swat,3059.0,430.0,0.0,0.0,15640,7,3,25,1,0,0,1,1,1,0.0,1,0
KPK,Swat,1500.0,220.0,0.0,0.0,11372,10,3,84,1,0,1,1,1,0,0.0,1,0
Balochistan,Jaffarabad,230.0,30.0,38.0,5.0,8507,9,4,74,1,0,1,1,0,0,0.16521739130434782,2,0
Balochistan,Jaffarabad,200.0,25.0,40.0,5.0,13449,6,4,82,1,1,1,1,0,1,0.2,2,0
Balochistan,Jaffarabad,345.0,55.0,94.0,15.0,10889,5,1,97,0,0,0,0,1,1,0.27246376811594203,3,0
Balochistan,Sohbat pur,370.0,50.0,105.0,15.0,13802,5,1,53,1,0,1,1,1,0,0.28378378378378377,3,0
Balochistan,Sibi,1050.0,150.0,196.0,28.0,10866,4,2,35,1,0,0,1,0,0,0.18666666666666668,2,0
Balochistan,Sibi,1750.0,250.0,175.0,25.0,6528,7,2,25,1,1,1,0,1,1,0.1,1,0
Balochistan,Nasirabad,280.0,40.0,28.0,4.0,6000,4,1,3,0,0,1,1,1,0,0.1,1,0
Balochistan,Nasirabad,150.0,25.0,40.0,5.0,5345,4,4,51,0,1,1,0,1,0,0.26666666666666666,3,0
KPK,Dir Upper,2113.0,324.0,0.0,0.0,14305,6,2,50,0,1,0,1,1,0,0.0,1,0
KPK,Dir Upper,1200.0,200.0,9.0,1.0,15736,8,1,13,1,0,1,0,1,0,0.0075,1,0
KPK,Dir Upper,850.0,120.0,11.0,2.0,16675,8,4,35,1,0,1,1,0,0,0.012941176470588235,1,0
KPK,Swat,1950.0,195.0,0.0,0.0,16772,10,1,89,1,1,1,0,1,0,0.0,1,0
KPK,Swat,900.0,130.0,0.0,0.0,10773,8,2,55,1,0,1,1,1,0,0.0,1,0
KPK,Swat,1330.0,135.0,0.0,0.0,17472,8,2,18,1,0,1,0,0,0,0.0,1,1
KPK,Swat,1850.0,168.0,0.0,0.0,15909,6,3,51,0,0,1,1,1,1,0.0,1,0
KPK,Swat,850.0,120.0,0.0,0.0,13094,7,1,30,0,0,1,0,1,0,0.0,1,0
KPK,Swat,1520.0,150.0,0.0,0.0,12750,9,1,40,0,0,0,1,1,0,0.0,1,0
KPK,Swat,830.0,162.0,0.0,0.0,13997,11,1,30,1,0,0,1,1,1,0.0,1,0
KPK,Swat,1900.0,290.0,0.0,0.0,11103,6,2,58,1,0,1,1,0,0,0.0,1,0
KPK,Swat,2500.0,221.0,0.0,0.0,20166,3,4,88,1,0,0,1,0,0,0.0,1,0
KPK,Swat,900.0,130.0,0.0,0.0,19458,8,1,90,1,0,1,1,0,0,0.0,1,0
KPK,Swat,960.0,119.0,0.0,0.0,16355,4,4,65,1,0,1,1,1,1,0.0,1,0
KPK,Swat,1200.0,130.0,0.0,0.0,14329,9,1,97,1,0,1,1,0,0,0.0,1,0
KPK,Swat,1002.0,188.0,0.0,0.0,14408,8,2,72,0,0,1,1,1,0,0.0,1,0
KPK,Swat,830.0,130.0,0.0,0.0,17274,11,4,12,1,0,1,0,0,1,0.0,1,0
KPK,Swat,2400.0,370.0,0.0,0.0,20273,8,1,8,1,0,1,1,1,0,0.0,1,0
KPK,Swat,1100.0,170.0,0.0,0.0,13288,8,4,75,0,0,0,1,0,1,0.0,1,0
KPK,Swat,920.0,131.0,0.0,0.0,11647,6,1,78,1,0,1,0,1,1,0.0,1,0
KPK,Swat,960.0,135.0,0.0,0.0,19642,11,3,18,1,0,1,1,0,0,0.0,1,0
KPK,Swat,1420.0,180.0,0.0,0.0,9638,5,3,65,1,1,1,0,1,0,0.0,1,0
KPK,Swat,1744.0,215.0,0.0,0.0,11974,3,3,85,1,0,1,0,1,0,0.0,1,0
KPK,Swat,1875.0,225.0,0.0,0.0,14259,10,1,10,1,0,1,1,1,0,0.0,1,0
KPK,Swat,2240.0,280.0,0.0,0.0,10318,10,4,37,1,1,0,1,0,0,0.0,1,0
KPK,Swat,1150.0,135.0,0.0,0.0,18336,3,3,29,1,0,1,1,0,0,0.0,1,1
KPK,Chitral - Lower,209.0,26.0,0.0,0.0,17570,11,2,46,1,1,1,0,0,1,0.0,1,0
KPK,Swat,780.0,150.0,0.0,0.0,13275,4,4,88,1,1,1,1,0,0,0.0,1,0
KPK,Swat,1300.0,160.0,0.0,0.0,18838,8,3,44,1,1,1,1,1,0,0.0,1,0
KPK,Swat,900.0,130.0,0.0,0.0,19347,11,2,36,1,1,1,1,0,0,0.0,1,0
KPK,Swat,2000.0,198.0,0.0,0.0,14660,8,2,18,1,0,0,1,1,1,0.0,1,0
KPK,Swat,560.0,102.0,0.0,0.0,13647,9,2,79,1,0,1,1,1,0,0.0,1,0
Balochistan,Nasirabad,360.0,45.0,101.0,14.0,7127,11,1,32,1,0,1,0,1,0,0.28055555555555556,3,0
Balochistan,Nasirabad,1350.0,200.0,180.0,25.0,8232,7,2,20,0,0,0,0,0,0,0.13333333333333333,2,0
Balochistan,Nasirabad,350.0,40.0,151.0,21.0,8624,3,4,34,1,0,1,0,0,0,0.43142857142857144,4,0
Balochistan,Nasirabad,350.0,50.0,110.0,12.0,12570,11,4,73,0,0,0,0,1,1,0.3142857142857143,3,0
KPK,Dir Upper,740.0,133.0,0.0,0.0,15905,9,1,41,1,1,1,0,1,0,0.0,1,0
KPK,Dir Upper,640.0,110.0,15.0,2.0,13483,10,2,98,0,0,1,1,1,1,0.0234375,1,0
KPK,Dir Upper,1250.0,210.0,8.0,1.0,15240,4,4,35,1,0,0,1,0,1,0.0064,1,0
KPK,Dir Upper,1140.0,175.0,0.0,0.0,18115,7,1,57,1,0,1,1,1,1,0.0,1,0
KPK,Dir Upper,1240.0,180.0,0.0,0.0,9023,10,2,27,1,1,0,1,1,0,0.0,1,0
KPK,Dir Upper,960.0,153.0,0.0,0.0,14135,9,4,18,1,0,1,1,0,0,0.0,1,0
KPK,Dir Upper,1350.0,260.0,0.0,0.0,19149,9,2,21,1,0,0,0,0,0,0.0,1,0
KPK,Swat,1800.0,280.0,0.0,0.0,13464,6,1,18,1,0,1,0,0,0,0.0,1,0
KPK,Dir Upper,2800.0,470.0,0.0,0.0,19638,4,3,27,0,1,1,1,1,0,0.0,1,0
KPK,Dir Upper,2350.0,305.0,0.0,0.0,19244,5,4,95,1,1,0,0,0,0,0.0,1,0
KPK,Dir Upper,2830.0,405.0,10.0,1.0,14803,11,2,28,1,0,1,1,0,0,0.0035335689045936395,1,0
KPK,Dir Upper,1500.0,300.0,0.0,0.0,13294,6,2,97,1,1,1,1,0,0,0.0,1,0
KPK,Dir Upper,1110.0,180.0,0.0,0.0,14137,3,3,15,1,0,0,1,0,0,0.0,1,0
KPK,Dir Upper,1200.0,200.0,0.0,0.0,22993,6,2,45,1,0,1,1,1,0,0.0,1,0
KPK,Dir Upper,2300.0,400.0,0.0,0.0,20623,10,1,47,1,0,1,1,1,0,0.0,1,0
KPK,Dir Upper,10780.0,1540.0,0.0,0.0,15376,10,1,36,0,0,1,0,0,0,0.0,1,0
KPK,Chitral - Lower,850.0,120.0,0.0,0.0,13175,4,2,19,1,1,1,1,0,0,0.0,1,0
KPK,Chitral - Lower,205.0,17.0,0.0,0.0,15351,6,2,99,1,0,0,0,0,0,0.0,1,0
KPK,Chitral - Lower,810.0,84.0,0.0,0.0,15731,9,4,96,1,0,1,1,1,0,0.0,1,0
KPK,Chitral - Lower,208.0,30.0,0.0,0.0,11269,10,1,45,0,0,1,1,1,0,0.0,1,0
KPK,Chitral - Lower,525.0,82.0,0.0,0.0,15240,3,4,57,0,0,0,1,0,0,0.0,1,1
KPK,Chitral - Lower,308.0,40.0,0.0,0.0,18967,10,3,76,0,0,1,0,0,1,0.0,1,0
KPK,Chitral - Lower,200.0,20.0,0.0,0.0,9601,3,4,29,0,1,1,1,1,0,0.0,1,0
KPK,Chitral - Lower,310.0,57.0,0.0,0.0,17479,8,2,98,1,1,1,1,1,0,0.0,1,0
KPK,Chitral - Lower,705.0,101.0,0.0,0.0,19124,7,4,16,1,0,0,1,0,0,0.0,1,0
KPK,Chitral - Lower,355.0,60.0,0.0,0.0,13318,9,4,22,1,1,1,0,1,0,0.0,1,0
KPK,Chitral - Lower,2500.0,386.0,0.0,0.0,20082,8,4,72,1,0,0,0,1,0,0.0,1,0
KPK,Chitral - Lower,916.0,142.0,0.0,0.0,12928,3,1,55,1,0,0,1,1,0,0.0,1,0
KPK,Chitral - Lower,326.0,55.0,0.0,0.0,16323,8,4,12,1,1,1,0,1,0,0.0,1,0
KPK,Chitral - Lower,150.0,23.0,0.0,0.0,14079,5,3,98,1,0,1,1,1,0,0.0,1,0
KPK,Chitral - Lower,260.0,40.0,0.0,0.0,14079,8,4,16,1,0,1,1,1,0,0.0,1,0
KPK,Chitral - Lower,520.0,80.0,0.0,0.0,13148,9,4,55,1,0,0,0,1,0,0.0,1,0
KPK,Chitral - Lower,273.0,42.0,0.0,0.0,17095,8,4,47,1,1,1,1,0,0,0.0,1,0
KPK,Chitral - Lower,355.0,58.0,0.0,0.0,17546,11,2,73,1,0,1,1,1,0,0.0,1,0
KPK,Chitral - Lower,712.0,110.0,0.0,0.0,14806,11,2,27,1,0,0,1,0,0,0.0,1,0
KPK,Chitral - Lower,400.0,55.0,0.0,0.0,10920,10,3,99,0,0,1,1,1,0,0.0,1,0
KPK,Chitral - Lower,500.0,76.0,0.0,0.0,16209,7,2,11,0,1,1,1,1,0,0.0,1,0
KPK,Chitral - Lower,680.0,107.0,0.0,0.0,16266,5,2,83,0,1,1,1,1,0,0.0,1,0
KPK,Chitral - Lower,740.0,113.0,0.0,0.0,14349,6,1,95,1,0,0,1,1,0,0.0,1,0
KPK,Chitral - Lower,850.0,130.0,0.0,0.0,20601,10,3,15,0,0,0,1,0,0,0.0,1,0
KPK,Chitral - Lower,700.0,116.0,0.0,0.0,10308,11,2,53,1,0,0,1,0,1,0.0,1,0
KPK,Chitral - Lower,600.0,110.0,0.0,0.0,8348,10,1,91,0,1,1,1,0,0,0.0,1,0
KPK,Chitral - Lower,365.0,31.0,0.0,0.0,12807,5,2,33,1,1,1,0,0,0,0.0,1,0
KPK,Chitral - Lower,450.0,69.0,0.0,0.0,17131,9,1,71,0,1,1,0,1,0,0.0,1,0
KPK,Chitral - Lower,276.0,46.0,9.0,1.0,11832,10,2,87,0,1,1,1,0,0,0.03260869565217391,1,0
KPK,Chitral - Lower,250.0,28.0,0.0,0.0,12057,5,2,22,0,1,1,1,0,0,0.0,1,0
KPK,Chitral - Lower,350.0,45.0,0.0,0.0,17853,3,2,65,1,0,0,1,0,0,0.0,1,0
KPK,Chitral - Lower,450.0,57.0,0.0,0.0,16387,9,2,58,1,0,1,1,1,0,0.0,1,0
KPK,Chitral - Lower,300.0,38.0,0.0,0.0,16131,5,4,27,0,1,1,1,0,0,0.0,1,0
KPK,Chitral - Lower,550.0,91.0,0.0,0.0,17344,3,2,75,1,1,1,0,1,0,0.0,1,0
KPK,Chitral - Lower,877.0,135.0,0.0,0.0,13724,9,3,12,0,1,0,0,1,0,0.0,1,0
KPK,Chitral - Lower,1105.0,170.0,0.0,0.0,13863,9,4,60,1,0,1,1,1,1,0.0,1,0
Balochistan,Kachhi,474.0,70.0,67.0,10.0,9827,6,3,85,1,0,1,1,1,1,0.14135021097046413,2,0
KPK,Nowshera,1518.0,120.0,0.0,0.0,10965,4,4,72,1,1,1,0,1,1,0.0,1,0
Balochistan,Nasirabad,150.0,20.0,75.0,9.0,9306,7,4,77,0,0,0,0,0,0,0.5,5,0
Balochistan,Nasirabad,1140.0,180.0,50.0,8.0,14179,11,3,33,1,0,0,0,0,0,0.043859649122807015,1,0
KPK,D.I.Khan,1610.0,230.0,0.0,0.0,17792,8,1,66,0,1,0,1,1,0,0.0,1,0
KPK,D.I.Khan,1784.0,223.0,0.0,0.0,15766,11,3,9,0,0,1,1,1,0,0.0,1,0
KPK,D.I.Khan,1000.0,125.0,0.0,0.0,17571,3,2,77,0,0,1,1,0,0,0.0,1,0
KPK,D.I.Khan,1530.0,153.0,0.0,0.0,8951,4,2,26,1,1,1,1,0,0,0.0,1,0
KPK,D.I.Khan,2500.0,500.0,0.0,0.0,15946,8,3,45,1,0,0,0,1,0,0.0,1,0
KPK,D.I.Khan,1500.0,250.0,0.0,0.0,16961,5,1,55,0,0,1,0,1,0,0.0,1,0
KPK,D.I.Khan,420.0,60.0,0.0,0.0,10947,4,4,52,1,0,0,1,1,0,0.0,1,0
KPK,D.I.Khan,840.0,140.0,0.0,0.0,17586,8,4,9,1,1,1,1,1,0,0.0,1,0
KPK,D.I.Khan,2400.0,400.0,0.0,0.0,14665,9,2,79,0,0,1,0,1,0,0.0,1,0
Balochistan,Nasirabad,320.0,55.0,60.0,10.0,6789,6,1,7,1,1,0,0,1,0,0.1875,2,0
KPK,Swat,1050.0,150.0,0.0,0.0,8468,11,4,57,0,0,1,0,0,1,0.0,1,0
KPK,Swat,1250.0,178.0,0.0,0.0,19107,5,4,57,1,0,0,1,0,0,0.0,1,0
Balochistan,Nasirabad,350.0,40.0,100.0,15.0,10657,4,2,37,0,1,1,0,0,0,0.2857142857142857,3,0
Balochistan,Killa Saifullah,420.0,55.0,0.0,0.0,12375,7,1,73,1,0,0,0,1,0,0.0,1,0
Balochistan,Killa Saifullah,420.0,55.0,0.0,0.0,8288,11,4,78,1,0,0,1,0,0,0.0,1,0
KPK,Swat,4310.0,540.0,0.0,0.0,15832,3,1,30,0,0,0,1,1,0,0.0,1,0
KPK,Swat,2350.0,250.0,0.0,0.0,18112,8,1,51,1,0,0,1,1,0,0.0,1,0
KPK,Swat,1050.0,104.0,0.0,0.0,20165,10,2,47,0,1,1,1,0,0,0.0,1,0
KPK,Swat,1760.0,200.0,0.0,0.0,19265,9,4,84,1,1,1,1,1,0,0.0,1,0
KPK,Swat,700.0,100.0,0.0,0.0,12103,8,2,54,1,0,0,0,1,0,0.0,1,0
KPK,Chitral - Lower,1473.0,236.0,0.0,0.0,18390,5,3,23,0,1,1,1,0,1,0.0,1,0
KPK,Chitral - Lower,322.0,52.0,13.0,2.0,16173,11,4,79,0,0,1,1,1,0,0.040372670807453416,1,0
KPK,Chitral - Lower,1653.0,201.0,42.0,7.0,13036,7,1,58,1,1,1,0,1,1,0.025408348457350273,1,0
KPK,Chitral - Lower,423.0,76.0,0.0,0.0,14364,3,1,56,0,1,1,1,0,0,0.0,1,0
KPK,Chitral - Lower,696.0,98.0,0.0,0.0,12870,11,4,31,1,1,0,1,0,1,0.0,1,0
KPK,Chitral - Lower,622.0,81.0,0.0,0.0,15111,11,2,68,1,0,1,1,0,0,0.0,1,0
KPK,Chitral - Lower,1122.0,124.0,7.0,1.0,12811,3,1,89,0,0,0,0,1,0,0.006238859180035651,1,0
KPK,Chitral - Lower,992.0,129.0,0.0,0.0,11916,9,4,62,1,0,1,0,0,0,0.0,1,0
KPK,Chitral - Lower,827.0,123.0,0.0,0.0,16437,11,1,83,1,0,1,0,1,0,0.0,1,0
KPK,Chitral - Lower,982.0,149.0,0.0,0.0,16886,4,2,60,1,0,1,0,0,0,0.0,1,0
KPK,Chitral - Lower,435.0,62.0,0.0,0.0,14437,8,4,37,1,0,0,0,0,0,0.0,1,0
KPK,Chitral - Lower,902.0,128.0,17.0,3.0,19102,3,2,34,1,0,1,0,1,0,0.018847006651884702,1,0
Balochistan,Nasirabad,410.0,50.0,95.0,18.0,12352,5,2,1,1,0,0,0,1,0,0.23170731707317074,3,0
Balochistan,Nasirabad,440.0,55.0,140.0,20.0,9435,7,4,41,1,0,1,0,1,0,0.3181818181818182,3,0
Balochistan,Killa Saifullah,120.0,24.0,0.0,0.0,13579,9,2,95,1,0,0,1,1,0,0.0,1,0
KPK,D.I.Khan,450.0,50.0,0.0,0.0,14602,7,2,44,1,0,1,1,1,1,0.0,1,0
KPK,D.I.Khan,1500.0,120.0,0.0,0.0,15254,10,2,35,1,1,0,1,1,0,0.0,1,0
KPK,D.I.Khan,600.0,60.0,0.0,0.0,7438,7,1,27,1,1,1,1,1,0,0.0,1,0
KPK,D.I.Khan,2200.0,340.0,0.0,0.0,15050,8,2,21,1,1,1,0,0,0,0.0,1,0
KPK,D.I.Khan,400.0,70.0,0.0,0.0,9518,4,3,72,1,1,1,1,0,1,0.0,1,0
KPK,D.I.Khan,1110.0,222.0,0.0,0.0,11337,7,1,82,1,1,1,1,1,0,0.0,1,0
KPK,D.I.Khan,1240.0,155.0,0.0,0.0,10994,9,3,23,1,1,1,1,0,0,0.0,1,0
KPK,D.I.Khan,1610.0,230.0,0.0,0.0,11872,3,2,41,1,0,1,1,0,1,0.0,1,0
KPK,Chitral - Lower,788.0,122.0,0.0,0.0,13353,11,2,93,1,1,1,0,1,0,0.0,1,0
KPK,Chitral - Lower,1453.0,201.0,6.0,1.0,13540,11,1,80,0,0,0,1,1,0,0.0041293874741913286,1,0
KPK,Dir Upper,370.0,50.0,0.0,0.0,16992,10,2,50,1,1,1,0,0,0,0.0,1,0
Balochistan,Killa Saifullah,180.0,28.0,0.0,0.0,13873,11,1,74,0,0,1,0,0,0,0.0,1,0
Balochistan,Killa Saifullah,2100.0,420.0,0.0,0.0,11265,7,4,81,0,1,1,0,0,0,0.0,1,0
Balochistan,Killa Saifullah,600.0,120.0,0.0,0.0,13930,9,1,22,1,0,0,0,0,1,0.0,1,0
Balochistan,Loralai,1013.0,95.0,0.0,0.0,9352,3,2,40,0,0,0,0,0,0,0.0,1,1
Balochistan,Killa Saifullah,420.0,60.0,7.0,1.0,12812,9,1,2,1,0,1,1,0,0,0.016666666666666666,1,0
KPK,Chitral - Upper,1443.0,180.0,0.0,0.0,14817,11,1,42,0,0,1,1,1,1,0.0,1,0
KPK,Chitral - Upper,1595.0,200.0,0.0,0.0,15570,5,1,30,1,0,1,1,1,0,0.0,1,0
KPK,D.I.Khan,1000.0,200.0,0.0,0.0,17293,11,2,44,1,0,0,1,0,0,0.0,1,0
KPK,D.I.Khan,1200.0,100.0,0.0,0.0,10275,7,1,83,0,1,1,1,0,0,0.0,1,0
KPK,D.I.Khan,1000.0,80.0,0.0,0.0,14267,11,3,10,0,1,0,1,1,0,0.0,1,0
Balochistan,Killa Saifullah,455.0,65.0,0.0,0.0,11467,10,4,84,0,0,1,1,1,0,0.0,1,0
Balochistan,Killa Saifullah,289.0,33.0,0.0,0.0,12059,9,4,63,0,0,1,1,0,0,0.0,1,0
Balochistan,Nasirabad,270.0,40.0,85.0,12.0,7483,8,4,24,0,0,1,1,1,1,0.3148148148148148,3,0
KPK,D.I.Khan,2600.0,520.0,0.0,0.0,16610,4,1,6,1,1,1,1,1,0,0.0,1,0
KPK,D.I.Khan,2700.0,450.0,0.0,0.0,19963,9,1,45,1,0,0,1,1,0,0.0,1,0
KPK,D.I.Khan,2100.0,350.0,0.0,0.0,20753,4,4,18,1,0,1,1,0,0,0.0,1,0
KPK,D.I.Khan,3100.0,350.0,0.0,0.0,14612,8,4,16,1,1,1,0,0,1,0.0,1,0
KPK,Chitral - Lower,218.0,34.0,0.0,0.0,12091,8,2,40,1,1,0,0,0,0,0.0,1,0
KPK,Chitral - Lower,296.0,36.0,0.0,0.0,14189,11,1,16,0,0,0,1,0,0,0.0,1,0
KPK,Chitral - Lower,218.0,31.0,0.0,0.0,24290,6,2,79,1,0,0,1,1,1,0.0,1,0
KPK,Chitral - Lower,134.0,21.0,0.0,0.0,10291,11,1,70,1,0,0,1,0,0,0.0,1,0
KPK,Chitral - Lower,412.0,58.0,0.0,0.0,13588,4,4,97,1,0,1,0,0,0,0.0,1,0
KPK,Chitral - Lower,296.0,37.0,0.0,0.0,10761,7,3,13,1,0,0,0,1,0,0.0,1,0
KPK,Chitral - Lower,1232.0,144.0,0.0,0.0,15374,5,2,68,1,1,1,1,0,0,0.0,1,0
KPK,Chitral - Lower,912.0,126.0,0.0,0.0,11391,8,3,96,0,1,1,0,0,0,0.0,1,0
Balochistan,Sibi,700.0,100.0,420.0,60.0,7338,4,1,50,0,1,1,0,0,0,0.6,6,1
Balochistan,Sohbat pur,210.0,35.0,70.0,7.0,12315,11,3,29,0,0,1,1,0,0,0.3333333333333333,4,0
Balochistan,Sohbat pur,320.0,46.0,125.0,15.0,11068,6,4,58,0,1,1,1,1,0,0.390625,4,0
Balochistan,Sohbat pur,374.0,68.0,21.0,3.0,13784,9,1,7,0,0,1,0,0,0,0.05614973262032086,1,0
Balochistan,Sohbat pur,95.0,19.0,15.0,3.0,7998,7,4,97,1,1,1,1,0,1,0.15789473684210525,2,0
Balochistan,Pishin,1100.0,85.0,0.0,0.0,7801,10,1,5,0,1,0,0,1,1,0.0,1,0
Balochistan,Pishin,250.0,44.0,0.0,0.0,13288,6,1,40,1,1,1,0,0,0,0.0,1,0
Balochistan,Pishin,80.0,10.0,0.0,0.0,11275,9,1,4,1,0,0,0,0,0,0.0,1,1
KPK,D.I.Khan,1098.0,183.0,0.0,0.0,14885,7,4,7,0,0,1,0,0,0,0.0,1,0
KPK,D.I.Khan,357.0,55.0,0.0,0.0,17304,5,1,80,1,1,1,1,1,1,0.0,1,0
KPK,D.I.Khan,450.0,60.0,0.0,0.0,18699,10,1,37,1,0,0,1,1,0,0.0,1,0
KPK,D.I.Khan,1875.0,250.0,0.0,0.0,12557,8,2,75,0,1,0,0,0,0,0.0,1,0
KPK,D.I.Khan,12000.0,1500.0,0.0,0.0,14072,6,4,59,1,1,0,1,0,0,0.0,1,0
KPK,D.I.Khan,9600.0,1200.0,0.0,0.0,17704,11,1,50,1,0,1,0,0,0,0.0,1,0
KPK,D.I.Khan,3075.0,410.0,0.0,0.0,10734,11,1,69,1,0,0,1,1,0,0.0,1,0
KPK,D.I.Khan,384.0,60.0,0.0,0.0,9087,4,1,29,1,0,1,0,0,1,0.0,1,0
KPK,D.I.Khan,960.0,150.0,140.0,20.0,15678,11,3,55,1,0,0,0,1,0,0.14583333333333334,2,0
KPK,D.I.Khan,4500.0,600.0,0.0,0.0,16489,6,3,89,1,0,1,1,1,0,0.0,1,0
KPK,D.I.Khan,384.0,60.0,0.0,0.0,12833,11,2,67,1,0,0,1,0,0,0.0,1,0
KPK,Chitral - Lower,186.0,22.0,0.0,0.0,13264,10,3,96,0,0,0,1,0,0,0.0,1,0
KPK,Chitral - Lower,325.0,55.0,0.0,0.0,12719,5,2,30,1,0,1,0,1,0,0.0,1,0
KPK,Chitral - Lower,753.0,120.0,15.0,3.0,12399,9,1,20,1,0,1,0,1,0,0.0199203187250996,1,1
KPK,Chitral - Lower,425.0,65.0,0.0,0.0,17080,4,4,94,1,1,1,1,0,0,0.0,1,0
KPK,Chitral - Lower,728.0,112.0,0.0,0.0,11458,4,1,67,0,1,1,0,1,0,0.0,1,0
KPK,Chitral - Lower,2425.0,373.0,24.0,3.0,14203,6,4,61,0,0,0,1,1,0,0.009896907216494845,1,0
KPK,D.I.Khan,2000.0,250.0,0.0,0.0,12283,9,2,44,1,1,1,1,1,0,0.0,1,0
KPK,D.I.Khan,1110.0,185.0,0.0,0.0,10634,6,4,56,0,1,1,1,1,0,0.0,1,0
Balochistan,Pishin,150.0,20.0,0.0,0.0,9311,4,2,79,1,1,1,1,1,0,0.0,1,0
Balochistan,Pishin,300.0,20.0,0.0,0.0,9254,4,2,60,0,1,0,1,1,1,0.0,1,0
Balochistan,Sibi,3780.0,540.0,700.0,100.0,11879,7,4,41,1,1,1,0,0,0,0.18518518518518517,2,0
Balochistan,Sohbat pur,450.0,75.0,45.0,7.0,10136,5,1,78,1,0,0,0,0,0,0.1,1,0
Balochistan,Jaffarabad,110.0,12.0,65.0,7.0,11870,5,3,40,1,0,1,1,1,0,0.5909090909090909,6,1
Balochistan,Pishin,3050.0,235.0,0.0,0.0,12110,3,1,50,1,1,1,0,0,1,0.0,1,0
KPK,Swat,2450.0,350.0,0.0,0.0,22761,5,2,10,1,0,1,1,0,0,0.0,1,0
KPK,Swat,1200.0,155.0,0.0,0.0,9071,6,1,17,1,1,1,1,1,1,0.0,1,0
KPK,Swat,1100.0,160.0,0.0,0.0,14396,8,1,15,1,0,1,0,0,0,0.0,1,0
Balochistan,Pishin,720.0,78.0,0.0,0.0,10738,8,1,93,1,1,1,1,1,0,0.0,1,0
Balochistan,Pishin,405.0,47.0,0.0,0.0,7593,7,3,53,0,1,0,0,1,0,0.0,1,0
Balochistan,Pishin,310.0,42.0,0.0,0.0,14445,6,4,98,1,0,1,1,1,1,0.0,1,0
Balochistan,Pishin,1650.0,208.0,0.0,0.0,9150,8,3,99,1,0,0,1,1,1,0.0,1,0
Balochistan,Pishin,1060.0,135.0,0.0,0.0,8303,7,1,73,1,0,0,1,1,0,0.0,1,0
Balochistan,Pishin,230.0,23.0,0.0,0.0,8586,3,4,51,1,1,1,1,0,0,0.0,1,0
Balochistan,Pishin,3100.0,298.0,0.0,0.0,12155,4,1,81,0,0,0,0,0,0,0.0,1,0
KPK,Swat,1450.0,210.0,0.0,0.0,12970,11,2,66,1,1,1,1,0,0,0.0,1,0
KPK,Swat,1150.0,165.0,0.0,0.0,13944,6,1,26,0,0,1,1,0,0,0.0,1,0
KPK,Swat,1430.0,155.0,0.0,0.0,17837,8,4,38,0,0,1,0,0,0,0.0,1,0
